Temperature,activation,batch_size,epochs,input_dim,loss,lr,s1,s2,w1,w2,w3,wht,Free_eng_score,eng_score,ent_score,mae_feng
300,leaky_relu,32,300,30,mse,0.0091,3,1,3,1.0,109,0.9,0.9752133483005709,0.9877749265304407,0.970892921120002,379.52779651106584
300,leaky_relu,32,300,30,mse,0.0091,3,1,3,1.0,110,0.9,0.9737978639678123,0.9871239950921992,0.9731567189422463,400.3555684600128
300,leaky_relu,32,300,30,mse,0.0091,3,1,3,1.0,33,0.9,0.9775341838603988,0.9918194293741737,0.9844057795892172,314.3183789758278
300,leaky_relu,32,300,30,mse,0.0091,3,1,1,3.3,100,0.9,0.9765835111704735,0.9906265798218777,0.981809396840202,333.5131727392591
300,leaky_relu,32,300,30,mse,0.0091,3,1,1,3.3,109,0.9,0.9781043746951983,0.9899612876254911,0.9840976552621095,305.5990408044406
300,leaky_relu,32,300,30,mse,0.0091,3,1,1,3.3,110,0.9,0.9784675182904816,0.9896898177634054,0.9845531601754041,291.9228194158282
300,leaky_relu,32,300,30,mse,0.0091,3,1,1,3.3,33,0.9,0.9762537401676927,0.990872763213886,0.9828672985749934,348.2963757380053
300,leaky_relu,32,300,30,mse,0.0091,3,1,1,1.0,100,0.9,0.9761193992323138,0.9842889345832675,0.9631198108290999,358.4820910848225
300,leaky_relu,32,300,30,mse,0.0091,3,1,1,1.0,109,0.9,0.9783604334177319,0.9849962224051538,0.971860565184341,309.52308168451975
300,leaky_relu,32,300,30,mse,0.0091,3,1,1,1.0,110,0.9,0.9716597584093859,0.9842689642655043,0.9649913442572937,429.0046566807117
300,leaky_relu,32,300,30,mse,0.0091,3,1,1,1.0,33,0.9,0.9742811716368283,0.9908666265763981,0.9848426925483506,395.098441361638
300,leaky_relu,32,300,35,mse,0.01,3,1,9,3.3,100,0.9,0.9783556404793621,0.9900969532064982,0.9837631061804447,296.0058157384643
300,leaky_relu,32,300,35,mse,0.01,3,1,9,3.3,109,0.9,0.9813484666067402,0.9904692375423396,0.983078047849192,269.34286312802703
300,leaky_relu,32,300,35,mse,0.01,3,1,9,3.3,110,0.9,0.9807490855923452,0.9895390591454866,0.9840456487189639,273.8813830379938
300,leaky_relu,32,300,35,mse,0.01,3,1,9,3.3,33,0.9,0.9697356675223692,0.9910693804668257,0.9864692761363789,456.4287901794103
300,leaky_relu,32,300,35,mse,0.01,3,1,9,1.0,100,0.9,0.9779159084022182,0.9874939132036478,0.978679084310309,314.9292449255642
300,leaky_relu,32,300,35,mse,0.01,3,1,9,1.0,109,0.9,0.977933698590258,0.9871418615734181,0.9810685134545551,314.1143307978533
300,leaky_relu,32,300,35,mse,0.01,3,1,9,1.0,110,0.9,0.9784977987933734,0.9873506750269936,0.9800247516673444,300.2264506258173
300,leaky_relu,32,300,35,mse,0.01,3,1,9,1.0,33,0.9,0.9781255233759643,0.9915226727929598,0.9821670353480711,289.53665517074916
300,leaky_relu,32,300,35,mse,0.01,3,1,3,3.3,100,0.9,0.9795022167871632,0.9898635070652235,0.9835639330175129,284.1630935685938
300,leaky_relu,32,300,35,mse,0.01,3,1,3,3.3,109,0.9,0.9793739434546342,0.9878300516718912,0.9789621197679288,296.20267326214014
300,leaky_relu,32,300,35,mse,0.01,3,1,3,3.3,110,0.9,0.9795162966710642,0.9888737207737887,0.9794396211826623,288.54994408825104
300,leaky_relu,32,300,35,mse,0.01,3,1,3,3.3,33,0.9,0.9767947494558538,0.9933531032813314,0.9891601981793696,314.9877271341238
300,leaky_relu,32,300,35,mse,0.01,3,1,3,1.0,100,0.9,0.9791338729111527,0.9858472626328941,0.9774668409408733,288.00254778603403
300,leaky_relu,32,300,35,mse,0.01,3,1,3,1.0,109,0.9,0.9784684953620597,0.9828030765013364,0.9717082350864036,305.82144139033335
300,leaky_relu,32,300,35,mse,0.01,3,1,3,1.0,110,0.9,0.9798746400732552,0.9818286541545838,0.9702544885565416,287.9412178408719
300,leaky_relu,32,300,35,mse,0.01,3,1,3,1.0,33,0.9,0.9826855371531091,0.9911434047010044,0.9844932511569869,240.71336719785475
300,leaky_relu,32,300,35,mse,0.01,3,1,1,3.3,100,0.9,0.9798347581077076,0.9890269086450478,0.9836645193963386,285.1878154005225
300,leaky_relu,32,300,35,mse,0.01,3,1,1,3.3,109,0.9,0.979338531912052,0.9878508663145197,0.982955786181049,317.6595348937267
300,leaky_relu,32,300,35,mse,0.01,3,1,1,3.3,110,0.9,0.9780032856190138,0.9885340727167289,0.9814494771607777,306.4602710861701
300,leaky_relu,32,300,35,mse,0.01,3,1,1,3.3,33,0.9,0.975489561924404,0.9920202867168526,0.9884316933228147,338.37418087016323
300,leaky_relu,32,300,35,mse,0.01,3,1,1,1.0,100,0.9,0.9772779556229236,0.9825722837446929,0.9730986931369182,332.32479660627166
300,leaky_relu,32,300,35,mse,0.01,3,1,1,1.0,109,0.9,0.9777965139243349,0.9816074038749014,0.9682789607852588,316.41401484515575
300,leaky_relu,32,300,35,mse,0.01,3,1,1,1.0,110,0.9,0.9783722114459797,0.9853433927160195,0.975721526529516,297.3275189529786
300,leaky_relu,32,300,35,mse,0.01,3,1,1,1.0,33,0.9,0.9795985239376358,0.9884111623993702,0.9793814763176562,271.23761232082205
300,leaky_relu,32,300,35,mse,0.0091,3,1,9,3.3,100,0.9,0.9811812729051326,0.9901632983094362,0.9817520938305833,265.9766012513001
300,leaky_relu,32,300,35,mse,0.0091,3,1,9,3.3,109,0.9,0.9850128517072787,0.9909451607924648,0.9830006760935975,201.6512944682538
300,leaky_relu,32,300,35,mse,0.0091,3,1,9,3.3,110,0.9,0.9828636985154995,0.989326995319662,0.9804785856549286,244.13466317523086
300,leaky_relu,32,300,35,mse,0.0091,3,1,9,3.3,33,0.9,0.9768353748265951,0.9897387637449543,0.9867610295910589,351.9422581063172
300,leaky_relu,32,300,35,mse,0.0091,3,1,9,1.0,100,0.9,0.9814943411589355,0.9864598323713261,0.9716509729482281,259.47198723711153
300,leaky_relu,32,300,35,mse,0.0091,3,1,9,1.0,109,0.9,0.9796649284814,0.986381605510522,0.9725492437136461,280.21957638106255
300,leaky_relu,32,300,35,mse,0.0091,3,1,9,1.0,110,0.9,0.9774452776040067,0.9859012561174724,0.9780624167945089,307.8603167126327
300,leaky_relu,32,300,35,mse,0.0091,3,1,9,1.0,33,0.9,0.9817086772541272,0.9914532114848786,0.981969990721183,258.06387789492635
300,leaky_relu,32,300,35,mse,0.0091,3,1,3,3.3,100,0.9,0.9794518751542051,0.9888109597756155,0.9797390814343958,312.41244487783996
300,leaky_relu,32,300,35,mse,0.0091,3,1,3,3.3,109,0.9,0.9813517066008726,0.9884401546295102,0.979847938079751,263.228685736568
300,leaky_relu,32,300,35,mse,0.0091,3,1,3,3.3,110,0.9,0.9824104903296965,0.9870514069484793,0.9762081985495509,247.99187582928295
300,leaky_relu,32,300,35,mse,0.0091,3,1,3,3.3,33,0.9,0.9771472337066325,0.9907386503772025,0.9843961948546884,315.9827290632623
300,leaky_relu,32,300,35,mse,0.0091,3,1,3,1.0,100,0.9,0.9800162807930914,0.9830693244551216,0.9671746631181102,277.6191224126109
300,leaky_relu,32,300,35,mse,0.0091,3,1,3,1.0,109,0.9,0.9806751912231935,0.9822653371473712,0.9606766597031127,255.54115328756833
300,leaky_relu,32,300,35,mse,0.0091,3,1,3,1.0,110,0.9,0.9774849445493308,0.9815595143012716,0.9698400991097196,353.0553137361795
300,leaky_relu,32,300,35,mse,0.0091,3,1,3,1.0,33,0.9,0.983303310065401,0.9907011687377073,0.9828122878498935,237.0455882861587
300,leaky_relu,32,300,35,mse,0.0091,3,1,1,3.3,100,0.9,0.9798636190901333,0.9899317603951164,0.9869213808767685,314.1701196541989
300,leaky_relu,32,300,35,mse,0.0091,3,1,1,3.3,109,0.9,0.9814697629271054,0.9887439915808468,0.9837025724855134,270.06376889008135
300,leaky_relu,32,300,35,mse,0.0091,3,1,1,3.3,110,0.9,0.9821251984709498,0.9897085886309429,0.9798719639966162,252.62116856742145
300,leaky_relu,32,300,35,mse,0.0091,3,1,1,3.3,33,0.9,0.9752113523840651,0.9925049766562911,0.9866301886861135,347.6187388835211
300,leaky_relu,32,300,35,mse,0.0091,3,1,1,1.0,100,0.9,0.9784064750393385,0.9816413952002615,0.9678129065616018,305.29240902861164
300,leaky_relu,32,300,35,mse,0.0091,3,1,1,1.0,109,0.9,0.9793930095348493,0.9804957490255181,0.9578974843325354,271.05148428799873
300,leaky_relu,32,300,35,mse,0.0091,3,1,1,1.0,110,0.9,0.9777817369806209,0.9811464428414847,0.9692714956790909,324.1211544567338
300,leaky_relu,32,300,35,mse,0.0091,3,1,1,1.0,33,0.9,0.9814775901676243,0.9886709409129276,0.9800265486741789,266.6352219634549
300,leaky_relu,32,300,40,mse,0.01,3,1,9,3.3,100,0.9,0.9579537217517625,0.9888390740011119,0.986991363496262,572.4748575223902
300,leaky_relu,32,300,40,mse,0.01,3,1,9,3.3,109,0.9,0.9623844936614783,0.9895070283830691,0.9831575156306778,534.8112878047548
300,leaky_relu,32,300,40,mse,0.01,3,1,9,3.3,110,0.9,0.9607464756636338,0.9900282632646342,0.9840624011800341,552.0569658498705
300,leaky_relu,32,300,40,mse,0.01,3,1,9,3.3,33,0.9,0.9694047251852362,0.9919563139404606,0.9836138078122282,549.1892009049063
300,leaky_relu,32,300,40,mse,0.01,3,1,9,1.0,100,0.9,0.9721991051662657,0.9874227097421889,0.977297178870262,477.36459000863215
300,leaky_relu,32,300,40,mse,0.01,3,1,9,1.0,109,0.9,0.9550556424170018,0.9856313272178987,0.973223888012152,655.2454487527816
300,leaky_relu,32,300,40,mse,0.01,3,1,9,1.0,110,0.9,0.969388431068575,0.9877378119375317,0.9762868600861604,491.24619965478723
300,leaky_relu,32,300,40,mse,0.01,3,1,9,1.0,33,0.9,0.9652610200329361,0.9918571707928512,0.9872828712406033,505.9369671311683
300,leaky_relu,32,300,40,mse,0.01,3,1,3,3.3,100,0.9,0.9636536872885959,0.9891323843680314,0.986635041594518,611.8485583994187
300,leaky_relu,32,300,40,mse,0.01,3,1,3,3.3,109,0.9,0.966407764935225,0.9912049399487953,0.9854330110959526,550.9791608102706
300,leaky_relu,32,300,40,mse,0.01,3,1,3,3.3,110,0.9,0.9635889330447909,0.9896163443639174,0.9816915536720856,674.195608565601
300,leaky_relu,32,300,40,mse,0.01,3,1,3,3.3,33,0.9,0.9681592770629147,0.991143807219245,0.9845799987377167,464.3135257663151
300,leaky_relu,32,300,40,mse,0.01,3,1,3,1.0,100,0.9,0.9712648648397519,0.9868806807330899,0.9739850931277119,523.8373487635058
300,leaky_relu,32,300,40,mse,0.01,3,1,3,1.0,109,0.9,0.9595483369911207,0.9845089071787865,0.9658793814951624,692.9728969685669
300,leaky_relu,32,300,40,mse,0.01,3,1,3,1.0,110,0.9,0.9611964802627964,0.98640320565509,0.9692817788736199,584.9627341513585
300,leaky_relu,32,300,40,mse,0.01,3,1,3,1.0,33,0.9,0.9638087085891021,0.9903914542074953,0.9876908107031213,526.2649857939779
300,leaky_relu,32,300,40,mse,0.01,3,1,1,3.3,100,0.9,0.9589031991412087,0.9882211550235921,0.984648473262455,611.8889268459774
300,leaky_relu,32,300,40,mse,0.01,3,1,1,3.3,109,0.9,0.9619150304322179,0.9893441831492475,0.9834112074553181,611.5085934172388
300,leaky_relu,32,300,40,mse,0.01,3,1,1,3.3,110,0.9,0.9608195120605099,0.9883379568724528,0.9772577390045563,645.3745295204346
300,leaky_relu,32,300,40,mse,0.01,3,1,1,3.3,33,0.9,0.966546620769829,0.9894578684843922,0.9828986734741141,591.7151030270328
300,leaky_relu,32,300,40,mse,0.01,3,1,1,1.0,100,0.9,0.9669175377935649,0.9850635967220784,0.969545625921892,560.5346630498159
300,leaky_relu,32,300,40,mse,0.01,3,1,1,1.0,109,0.9,0.9664078389724765,0.981106806887238,0.9621501500902773,608.7968912531658
300,leaky_relu,32,300,40,mse,0.01,3,1,1,1.0,110,0.9,0.966912665464832,0.98232857835896,0.9627047371544447,511.2377921282797
300,leaky_relu,32,300,40,mse,0.01,3,1,1,1.0,33,0.9,0.9635505391269005,0.9891540419935483,0.9858150410731981,572.7696449672085
300,leaky_relu,32,300,40,mse,0.0091,3,1,9,3.3,100,0.9,0.9663621838219498,0.9896520780016398,0.9863911414462927,509.1692752708136
300,leaky_relu,32,300,40,mse,0.0091,3,1,9,3.3,109,0.9,0.9660465153843747,0.9890652521997656,0.9854414424550455,486.1065136736616
300,leaky_relu,32,300,40,mse,0.0091,3,1,9,3.3,110,0.9,0.9574311602046729,0.9886207492165838,0.9770387855436911,641.9834868612056
300,leaky_relu,32,300,40,mse,0.0091,3,1,9,3.3,33,0.9,0.9651920559972184,0.9908642670801715,0.9821287160700145,523.520460952195
300,leaky_relu,32,300,40,mse,0.0091,3,1,9,1.0,100,0.9,0.9708007330599158,0.9876923503479359,0.9742204470606601,469.83320610321084
300,leaky_relu,32,300,40,mse,0.0091,3,1,9,1.0,109,0.9,0.961078473235503,0.9870446369811825,0.9734316821559381,697.0309153663054
300,leaky_relu,32,300,40,mse,0.0091,3,1,9,1.0,110,0.9,0.9677568324602511,0.987158483736374,0.9746842338335995,517.1314733824968
300,leaky_relu,32,300,40,mse,0.0091,3,1,9,1.0,33,0.9,0.9616046505068947,0.9919212830602595,0.9868916279979931,533.3967514970377
300,leaky_relu,32,300,40,mse,0.0091,3,1,3,3.3,100,0.9,0.9693113330434078,0.9895705312480146,0.9864016213201627,457.91212610293474
300,leaky_relu,32,300,40,mse,0.0091,3,1,3,3.3,109,0.9,0.9706149806533485,0.9903110230417349,0.9847206340599912,474.78145195077315
300,leaky_relu,32,300,40,mse,0.0091,3,1,3,3.3,110,0.9,0.9685456068139717,0.9892900053178139,0.977917514485353,519.5258048657317
300,leaky_relu,32,300,40,mse,0.0091,3,1,3,3.3,33,0.9,0.9698975058646649,0.9918762374835934,0.9856446487119462,475.43418961019637
300,leaky_relu,32,300,40,mse,0.0091,3,1,3,1.0,100,0.9,0.962488375566465,0.9867435371250781,0.9688100889306197,652.3577431525459
300,leaky_relu,32,300,40,mse,0.0091,3,1,3,1.0,109,0.9,0.9512568356829841,0.9823450057922761,0.9576330228465602,724.8929570726602
300,leaky_relu,32,300,40,mse,0.0091,3,1,3,1.0,110,0.9,0.9627783794991598,0.9851793705254859,0.9642175522892115,580.8134653026384
300,leaky_relu,32,300,40,mse,0.0091,3,1,3,1.0,33,0.9,0.9609880367885859,0.9889810764005197,0.9790747506398039,634.0759496746093
300,leaky_relu,32,300,40,mse,0.0091,3,1,1,3.3,100,0.9,0.9703723643827065,0.9900429210814107,0.9874437858433829,491.7208696449598
300,leaky_relu,32,300,40,mse,0.0091,3,1,1,3.3,109,0.9,0.9661252259033243,0.9889358545945094,0.9829574163458084,492.93131454664535
300,leaky_relu,32,300,40,mse,0.0091,3,1,1,3.3,110,0.9,0.9699046713678271,0.9904431783552108,0.979741483074128,483.9241995862583
300,leaky_relu,32,300,40,mse,0.0091,3,1,1,3.3,33,0.9,0.9651072540939574,0.9906036809381226,0.9854905647623818,570.7674248725662
300,leaky_relu,32,300,40,mse,0.0091,3,1,1,1.0,100,0.9,0.9657752620331297,0.9853545719156644,0.9716605535625908,554.8914207245439
300,leaky_relu,32,300,40,mse,0.0091,3,1,1,1.0,109,0.9,0.9703922467290296,0.9838432888011419,0.9717639045263236,461.7638695651891
300,leaky_relu,32,300,40,mse,0.0091,3,1,1,1.0,110,0.9,0.9639419308761533,0.9833482844016617,0.9686554282133338,568.4013210513797
300,leaky_relu,32,300,40,mse,0.0091,3,1,1,1.0,33,0.9,0.9676824874365699,0.9887929312216541,0.9775357669393541,480.0836577262845
