,Unnamed: 0,composition,mat_id,F_kJ/mol,S _J/K/mol,e_kJ/mol,avg_ Atomic_Number,avg_ Atomic_Weight,avg_Period,avg_group,avg_families,avg_Mendeleev Number,avg_Atomic Radus,avg_ Covalent_Radius,avg_Zunger radii sum,avg_ionic radius,avg_crystal radius,avg_ Pauling_Electronegativity,avg_MB electonegativity,avg_Gordy electonegativity,avg_Mullinke EN,avg_Allred-Rockow electronegativity,avg_metallic valence,avg_number of valence electrons,avg_gilmor number of valence electron,avg_valence s,avg_valence p,avg_valence d,avg_outer shell electrons,avg_1st ionization potential (kJ/mol),avg_polarizability(A^3),avg_Melting point (K),avg_Boiling Point (K),avg_Density (g/mL),avg_specific heat (J/g K) ,avg_heat of fusion (kJ/mol) ,avg_heat of vaporization (kJ/mol) ,avg_thermal conductivity (W/(m K)) ,avg_heat atomization (kJ/mol),avg_Cohesive energy,avg_electron affinity (kJ/mol),diff_ Atomic_Number,diff_ Atomic_Weight,diff_Period,diff_group,diff_families,diff_Mendeleev Number,diff_Atomic Radus,diff_ Covalent_Radius,diff_Zunger radii sum,diff_ionic radius,diff_crystal radius,diff_ Pauling_Electronegativity,diff_MB electonegativity,diff_Gordy electonegativity,diff_Mullinke EN,diff_Allred-Rockow electronegativity,diff_metallic valence,diff_number of valence electrons,diff_gilmor number of valence electron,diff_valence s,diff_valence p,diff_valence d,diff_outer shell electrons,diff_1st ionization potential (kJ/mol),diff_polarizability(A^3),diff_Melting point (K),diff_Boiling Point (K),diff_Density (g/mL),diff_specific heat (J/g K) ,diff_heat of fusion (kJ/mol) ,diff_heat of vaporization (kJ/mol) ,diff_thermal conductivity (W/(m K)) ,diff_heat atomization (kJ/mol),diff_Cohesive energy,diff_electron affinity (kJ/mol),max_ Atomic_Number,max_ Atomic_Weight,max_Period,max_group,max_families,max_Mendeleev Number,max_Atomic Radus,max_ Covalent_Radius,max_Zunger radii sum,max_ionic radius,max_crystal radius,max_ Pauling_Electronegativity,max_MB electonegativity,max_Gordy electonegativity,max_Mullinke EN,max_Allred-Rockow electronegativity,max_metallic valence,max_number of valence electrons,max_gilmor number of valence electron,max_valence s,max_valence p,max_valence d,max_outer shell electrons,max_1st ionization potential (kJ/mol),max_polarizability(A^3),max_Melting point (K),max_Boiling Point (K),max_Density (g/mL),max_specific heat (J/g K) ,max_heat of fusion (kJ/mol) ,max_heat of vaporization (kJ/mol) ,max_thermal conductivity (W/(m K)) ,max_heat atomization (kJ/mol),max_Cohesive energy,max_electron affinity (kJ/mol),min_ Atomic_Number,min_ Atomic_Weight,min_Period,min_group,min_families,min_Mendeleev Number,min_Atomic Radus,min_ Covalent_Radius,min_Zunger radii sum,min_ionic radius,min_crystal radius,min_ Pauling_Electronegativity,min_MB electonegativity,min_Gordy electonegativity,min_Mullinke EN,min_Allred-Rockow electronegativity,min_metallic valence,min_number of valence electrons,min_gilmor number of valence electron,min_valence s,min_valence p,min_valence d,min_outer shell electrons,min_1st ionization potential (kJ/mol),min_polarizability(A^3),min_Melting point (K),min_Boiling Point (K),min_Density (g/mL),min_specific heat (J/g K) ,min_heat of fusion (kJ/mol) ,min_heat of vaporization (kJ/mol) ,min_thermal conductivity (W/(m K)) ,min_heat atomization (kJ/mol),min_Cohesive energy,min_electron affinity (kJ/mol),nsites
568,568,H3N,g,-264.2364,257.199,44.402,2.5,4.25764,1.25,4.5,7.0,89.5,0.35,0.465,1.0725,0.35,0.15,2.41,2.2875,7.10465,7.21,2.4915,0.75,2.0,2.0,1.25,0.75,0.0,2.0,1334.5,0.8,26.35,34.525,0.000364925,10.988,0.13411,1.03522,0.14262,281.75,1.23,54.55925,6,12.9988,1,14,0,10,0.4,0.38,0.71,0.4,0.2,0.84,0.75,0.295,0.12,0.766,3.0,4,4,1,3,0,4,90,0.4,49.2,57.1,0.0011801,13.264,0.30172,2.34344,0.15552,255,4.92,72.839,7,14.00674,2,15,7,92,0.65,0.75,1.25,0.65,0.3,3.04,2.85,7.1784,7.3,3.066,3.0,5,5,2,3,0,5,1402,1.1,63.25,77.35,0.00125,14.304,0.3604,2.7928,0.1815,473,4.92,72.769,1,1.00794,1,1,7,82,0.25,0.37,0.54,0.25,0.1,2.2,2.1,6.8834,7.18,2.3,0.0,1,1,1,0,0,1,1312,0.7,14.05,20.25,6.99e-05,1.04,0.05868,0.44936,0.02598,218,0.0,-0.07,4
569,569,H3P,g,-288.5688,282.047,49.887,4.5,8.4993955,1.5,4.5,7.0,89.75,0.4375,0.5425,1.2475,0.4375,0.1525,2.1975,2.155,6.623575,6.79,2.28825,0.75,2.0,2.0,1.25,0.75,0.0,2.0,1237.0,1.425,89.85,153.475,0.455052425,10.9205,0.20826,3.36927,0.194875,242.25,0.8575,72.586,14,29.965822,2,14,0,9,0.75,0.69,0.01,0.75,0.21,0.01,0.22,2.2193,1.56,0.047,3.0,4,4,1,3,0,4,300,2.9,303.2,532.9,1.8199301,13.534,0.59832,11.67964,0.0535,97,3.43,0.731999999999999,15,30.973762,3,15,7,92,1.0,1.06,1.25,1.0,0.31,2.2,2.32,7.1784,7.18,2.3,3.0,5,5,2,3,0,5,1312,3.6,317.25,553.15,1.82,14.304,0.657,12.129,0.235,315,3.43,72.769,1,1.00794,1,1,7,83,0.25,0.37,1.24,0.25,0.1,2.19,2.1,4.9591,5.62,2.253,0.0,1,1,1,0,0,1,1012,0.7,14.05,20.25,6.99e-05,0.77,0.05868,0.44936,0.1815,218,0.0,72.037,4
570,570,H4N2,g,-340.4376,346.079,74.857,3.0,5.34087333333333,1.33333333333333,5.66666666666667,7.0,88.6666666666667,0.383333333333333,0.496666666666667,1.01333333333333,0.383333333333333,0.166666666666667,2.48,2.35,7.08006666666667,7.22,2.55533333333333,1.0,2.33333333333333,2.33333333333333,1.33333333333333,1.0,0.0,2.33333333333333,1342.0,0.833333333333333,30.45,39.2833333333333,0.000463266666667,9.88266666666667,0.159253333333333,1.23050666666667,0.12966,303.0,1.64,48.4893333333333,6,12.9988,1,14,0,10,0.4,0.38,0.71,0.4,0.2,0.84,0.75,0.295,0.12,0.766,3.0,4,4,1,3,0,4,90,0.4,49.2,57.1,0.0011801,13.264,0.30172,2.34344,0.15552,255,4.92,72.839,7,14.00674,2,15,7,92,0.65,0.75,1.25,0.65,0.3,3.04,2.85,7.1784,7.3,3.066,3.0,5,5,2,3,0,5,1402,1.1,63.25,77.35,0.00125,14.304,0.3604,2.7928,0.1815,473,4.92,72.769,1,1.00794,1,1,7,82,0.25,0.37,0.54,0.25,0.1,2.2,2.1,6.8834,7.18,2.3,0.0,1,1,1,0,0,1,1312,0.7,14.05,20.25,6.99e-05,1.04,0.05868,0.44936,0.02598,218,0.0,-0.07,6
571,571,H4Si,g,-291.378,296.625,64.572,3.6,6.423452,1.4,3.6,6.8,89.2,0.42,0.518,1.284,0.42,0.16,2.14,2.076,6.57976,6.698,2.2232,0.8,1.6,1.6,1.2,0.4,0.0,1.6,1207.0,1.64,347.87,541.83,0.46605592,11.5852,10.156944,77.203488,29.7452,264.8,0.926,85.02888,13,27.07756,2,13,1,14,0.85,0.74,0.17,0.85,0.3,0.3,0.12,2.9932,2.41,0.384,4.0,3,3,1,2,0,3,525,4.7,1669.1,2607.9,2.3299301,13.594,50.49132,383.77064,147.8185,234,4.63,61.2994,14,28.0855,3,14,7,92,1.1,1.11,1.42,1.1,0.4,2.2,2.1,7.1784,7.18,2.3,4.0,4,4,2,2,0,4,1312,5.4,1683.15,2628.15,2.33,14.304,50.55,384.22,148.0,452,4.63,134.0684,1,1.00794,1,1,6,78,0.25,0.37,1.25,0.25,0.1,1.9,1.98,4.1852,4.77,1.916,0.0,1,1,1,0,0,1,787,0.7,14.05,20.25,6.99e-05,0.71,0.05868,0.44936,0.1815,218,0.0,72.769,5
572,572,Hf,g,-241.1424,218.761,21.371,72.0,178.49,6.0,4.0,4.0,45.0,1.55,1.44,2.91,1.55,0.85,1.3,1.73,6.3704,3.8,1.16,4.0,4.0,2.0,2.0,0.0,2.0,2.0,659.0,16.2,2500.15,4873.15,13.3,0.14,24.06,575.0,23.0,619.0,6.44,1.64,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,72,178.49,6,4,4,45,1.55,1.44,2.91,1.55,0.85,1.3,1.73,6.3704,3.8,1.16,4.0,4,2,2,0,2,2,659,16.2,2500.15,4873.15,13.3,0.14,24.06,575.0,23.0,619,6.44,1.64,72,178.49,6,4,4,45,1.55,1.44,2.91,1.55,0.85,1.3,1.73,6.3704,3.8,1.16,4.0,4,2,2,0,2,2,659,16.2,2500.15,4873.15,13.3,0.14,24.06,575.0,23.0,619,6.44,1.64,1
573,573,Hg,g,-225.9504,203.914,18.746,80.0,200.59,6.0,12.0,4.0,71.0,1.5,1.49,2.41,1.5,0.83,2.0,1.49,8.2469,4.91,1.76,4.44,12.0,1.0,2.0,0.0,10.0,2.0,1007.0,5.4,234.25,630.15,13.5,0.139,2.295,59.229,8.34,61.0,0.67,-50.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,80,200.59,6,12,4,71,1.5,1.49,2.41,1.5,0.83,2.0,1.49,8.2469,4.91,1.76,4.44,12,1,2,0,10,2,1007,5.4,234.25,630.15,13.5,0.139,2.295,59.229,8.34,61,0.67,-50.0,80,200.59,6,12,4,71,1.5,1.49,2.41,1.5,0.83,2.0,1.49,8.2469,4.91,1.76,4.44,12,1,2,0,10,2,1007,5.4,234.25,630.15,13.5,0.139,2.295,59.229,8.34,61,0.67,-50.0,1
574,574,HgI,g,-366.618,335.005,35.387,66.5,163.747235,5.5,14.5,6.0,83.5,1.45,1.41,1.9975,1.45,1.445,2.33,2.125,7.0894,5.835,2.0595,2.22,9.5,4.0,2.0,2.5,10.0,4.5,1007.5,5.2,310.45,543.65,9.215,0.1765,5.0595,39.9905,4.3945,84.0,0.89,122.57655,27,73.68553,1,5,4,25,0.1,0.16,0.825,0.1,1.23,0.66,1.27,2.315,1.85,0.599,4.44,5,6,0,5,0,5,1,0.4,152.4,173.0,8.57,0.075,5.529,38.477,7.891,46,0.44,345.1531,80,200.59,6,17,8,96,1.5,1.49,2.41,1.5,2.06,2.66,2.76,8.2469,6.76,2.359,4.44,12,7,2,5,10,7,1008,5.4,386.65,630.15,13.5,0.214,7.824,59.229,8.34,107,1.11,295.1531,53,126.90447,5,12,4,71,1.4,1.33,1.585,1.4,0.83,2.0,1.49,5.9319,4.91,1.76,0.0,7,1,2,0,10,2,1007,5.0,234.25,457.15,4.93,0.139,2.295,20.752,0.449,61,0.67,-50.0,2
575,575,HgI2,g,-450.9792,422.443,55.952,62.0,151.466313333333,5.33333333333333,15.3333333333333,6.66666666666667,87.6666666666667,1.43333333333333,1.38333333333333,1.86,1.43333333333333,1.65,2.44,2.33666666666667,6.70356666666667,6.14333333333333,2.15933333333333,1.48,8.66666666666667,5.0,2.0,3.33333333333333,10.0,5.33333333333333,1007.66666666667,5.13333333333333,335.85,514.816666666667,7.78666666666667,0.189,5.981,33.5776666666667,3.07933333333333,91.6666666666667,0.963333333333333,180.102066666667,27,73.68553,1,5,4,25,0.1,0.16,0.825,0.1,1.23,0.66,1.27,2.315,1.85,0.599,4.44,5,6,0,5,0,5,1,0.4,152.4,173.0,8.57,0.075,5.529,38.477,7.891,46,0.44,345.1531,80,200.59,6,17,8,96,1.5,1.49,2.41,1.5,2.06,2.66,2.76,8.2469,6.76,2.359,4.44,12,7,2,5,10,7,1008,5.4,386.65,630.15,13.5,0.214,7.824,59.229,8.34,107,1.11,295.1531,53,126.90447,5,12,4,71,1.4,1.33,1.585,1.4,0.83,2.0,1.49,5.9319,4.91,1.76,0.0,7,1,2,0,10,2,1007,5.0,234.25,457.15,4.93,0.139,2.295,20.752,0.449,61,0.67,-50.0,3
576,576,HgO,g,-314.052,288.951,32.69,44.0,108.2947,4.0,14.0,5.5,79.0,1.05,1.11,1.4375,1.05,1.02,2.72,2.405,8.3086,6.225,2.685,2.22,9.0,3.5,2.0,2.0,5.0,4.0,1160.5,3.0965,144.5,360.15,6.750715,0.5295,1.258795,31.31945,4.18337,155.0,1.645,45.488,72,184.5906,4,4,3,16,0.9,0.76,1.945,0.9,0.38,1.44,1.83,0.1234,2.63,1.85,4.44,6,5,0,4,10,4,307,4.607,179.5,540.0,13.49857,0.781,2.07241,55.8191,8.31326,188,1.95,190.976,80,200.59,6,16,7,87,1.5,1.49,2.41,1.5,1.21,3.44,3.32,8.3703,7.54,3.61,4.44,12,6,2,4,10,6,1314,5.4,234.25,630.15,13.5,0.92,2.295,59.229,8.34,249,2.62,140.976,8,15.9994,2,12,4,71,0.6,0.73,0.465,0.6,0.83,2.0,1.49,8.2469,4.91,1.76,0.0,6,1,2,0,0,2,1007,0.793,54.75,90.15,0.00143,0.139,0.22259,3.4099,0.02674,61,0.67,-50.0,2
577,577,I,g,-232.9308,209.735,18.751,53.0,126.90447,5.0,17.0,8.0,96.0,1.4,1.33,1.585,1.4,2.06,2.66,2.76,5.9319,6.76,2.359,0.0,7.0,7.0,2.0,5.0,10.0,7.0,1008.0,5.0,386.65,457.15,4.93,0.214,7.824,20.752,0.449,107.0,1.11,295.1531,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,53,126.90447,5,17,8,96,1.4,1.33,1.585,1.4,2.06,2.66,2.76,5.9319,6.76,2.359,0.0,7,7,2,5,10,7,1008,5.0,386.65,457.15,4.93,0.214,7.824,20.752,0.449,107,1.11,295.1531,53,126.90447,5,17,8,96,1.4,1.33,1.585,1.4,2.06,2.66,2.76,5.9319,6.76,2.359,0.0,7,7,2,5,10,7,1008,5.0,386.65,457.15,4.93,0.214,7.824,20.752,0.449,107,1.11,295.1531,1
578,578,IK,g,-338.8656,310.866,34.174,36.0,83.001385,4.5,9.0,4.5,49.5,1.8,1.68,2.6375,1.8,1.79,1.74,1.78,4.36005,4.59,1.5465,0.5,4.0,4.0,1.5,2.5,5.0,4.0,713.5,24.2,361.525,745.15,2.895,0.482,5.079,50.311,51.4245,98.5,1.022,171.76805,34,87.80617,1,16,7,93,0.8,0.7,2.105,0.8,0.54,1.84,1.96,3.1437,4.34,1.625,1.0,6,6,1,5,10,6,589,38.4,50.25,576.0,4.07,0.536,5.49,59.118,101.951,17,0.176,246.7701,53,126.90447,5,17,8,96,2.2,2.03,3.69,2.2,2.06,2.66,2.76,5.9319,6.76,2.359,1.0,7,7,2,5,10,7,1008,43.4,386.65,1033.15,4.93,0.75,7.824,79.87,102.4,107,1.11,295.1531,19,39.0983,4,1,1,3,1.4,1.33,1.585,1.4,1.52,0.82,0.8,2.7882,2.42,0.734,0.0,1,1,1,0,0,1,419,5.0,336.4,457.15,0.86,0.214,2.334,20.752,0.449,90,0.934,48.383,2
579,579,ILi,g,-306.6264,283.377,33.426,28.0,66.922735,3.5,9.0,4.5,48.5,1.425,1.48,1.5975,1.425,1.48,1.82,1.83,4.5771,4.885,1.6355,0.5,4.0,4.0,1.5,2.5,5.0,4.0,764.0,14.65,420.15,1036.15,2.7365,1.907,5.412,83.336,42.5745,134.0,1.37,177.39285,50,119.96347,3,16,7,95,0.05,0.3,0.025,0.05,1.16,1.68,1.86,2.7096,3.75,1.447,1.0,6,6,1,5,10,6,488,19.3,67.0,1158.0,4.387,3.386,4.824,125.168,84.251,54,0.52,235.5205,53,126.90447,5,17,8,96,1.45,1.63,1.61,1.45,2.06,2.66,2.76,5.9319,6.76,2.359,1.0,7,7,2,5,10,7,1008,24.3,453.65,1615.15,4.93,3.6,7.824,145.92,84.7,161,1.63,295.1531,3,6.941,2,1,1,1,1.4,1.33,1.585,1.4,0.9,0.98,0.9,3.2223,3.01,0.912,0.0,1,1,1,0,0,1,520,5.0,386.65,457.15,0.543,0.214,3.0,20.752,0.449,107,1.11,59.6326,2
580,580,IMg,g,-331.6848,304.56,33.788,32.5,75.604735,4.0,9.5,5.0,82.0,1.45,1.345,1.8075,1.45,1.46,1.985,2.035,4.4532,5.255,1.826,1.0,4.5,4.5,2.0,2.5,5.0,4.5,873.0,7.8,654.4,910.15,3.335,0.617,8.389,74.076,78.2245,127.5,1.31,127.57655,41,102.59947,2,15,6,28,0.1,0.03,0.445,0.1,1.2,1.35,1.45,2.9574,3.01,1.066,2.0,5,5,0,5,10,5,270,5.6,535.5,906.0,3.19,0.806,1.13,106.648,155.551,41,0.4,335.1531,53,126.90447,5,17,8,96,1.5,1.36,2.03,1.5,2.06,2.66,2.76,5.9319,6.76,2.359,2.0,7,7,2,5,10,7,1008,10.6,922.15,1363.15,4.93,1.02,8.954,127.4,156.0,148,1.51,295.1531,12,24.305,3,2,2,68,1.4,1.33,1.585,1.4,0.86,1.31,1.31,2.9745,3.75,1.293,0.0,2,2,2,0,0,2,738,5.0,386.65,457.15,1.74,0.214,7.824,20.752,0.449,107,1.11,-40.0,2
581,581,IMo,g,-363.5556,331.272,33.971,47.5,111.422235,5.0,11.5,6.0,73.0,1.425,1.315,2.1525,1.425,1.425,2.41,2.35,4.74335,5.33,1.9145,2.89,6.5,5.5,1.5,2.5,7.5,4.0,846.0,8.9,1638.4,2671.15,7.565,0.232,19.912,309.376,69.2245,382.5,3.965,183.62655,11,30.96447,0,11,4,46,0.05,0.03,1.135,0.05,1.27,0.5,0.82,2.3771,2.86,0.889,5.78,1,3,1,5,5,6,324,7.8,2503.5,4428.0,5.27,0.036,24.176,577.248,137.551,551,5.71,223.0531,53,126.90447,5,17,8,96,1.45,1.33,2.72,1.45,2.06,2.66,2.76,5.9319,6.76,2.359,5.78,7,7,2,5,10,7,1008,12.8,2890.15,4885.15,10.2,0.25,32.0,598.0,138.0,658,6.82,295.1531,42,95.94,5,6,4,50,1.4,1.3,1.585,1.4,0.79,2.16,1.94,3.5548,3.9,1.47,0.0,6,4,1,0,5,1,684,5.0,386.65,457.15,4.93,0.214,7.824,20.752,0.449,107,1.11,72.1,2
582,582,INO,g,-378.018,354.236,47.065,22.6666666666667,52.3035366666667,3.0,16.0,7.33333333333333,88.3333333333333,0.883333333333333,0.936666666666667,0.863333333333333,0.883333333333333,1.19,3.04666666666667,2.97666666666667,7.06186666666667,7.2,3.01166666666667,1.0,6.0,6.0,2.0,4.0,3.33333333333333,6.0,1241.33333333333,2.29766666666667,168.216666666667,208.216666666667,1.64422666666667,0.724666666666667,2.80233,8.9849,0.16724,276.333333333333,2.88333333333333,145.353033333333,46,112.89773,3,2,1,14,0.8,0.6,1.12,0.8,1.76,0.78,0.56,2.4384,0.78,1.251,3.0,2,2,0,2,10,2,394,4.207,331.9,379.8,4.92875,0.826,7.60141,17.9592,0.42302,366,3.81,295.2231,53,126.90447,5,17,8,96,1.4,1.33,1.585,1.4,2.06,3.44,3.32,8.3703,7.54,3.61,3.0,7,7,2,5,10,7,1402,5.0,386.65,457.15,4.93,1.04,7.824,20.752,0.449,473,4.92,295.1531,7,14.00674,2,15,7,82,0.6,0.73,0.465,0.6,0.3,2.66,2.76,5.9319,6.76,2.359,0.0,5,5,2,3,0,5,1008,0.793,54.75,77.35,0.00125,0.214,0.22259,2.7928,0.02598,107,1.11,-0.07,3
583,583,IPb,g,-364.9464,332.438,33.979,67.5,167.052235,5.5,15.5,6.5,88.5,1.6,1.4,1.8375,1.6,1.775,2.23,2.34,5.33615,5.33,2.1065,1.22,5.5,5.5,2.0,3.5,10.0,5.5,862.0,5.9,493.65,1235.15,8.165,0.172,6.3115,99.226,17.8745,151.5,1.57,164.78675,29,80.29553,1,3,3,15,0.4,0.14,0.505,0.4,0.57,0.86,0.84,1.1915,2.86,0.505,2.44,3,3,0,3,0,3,292,1.8,214.0,1556.0,6.47,0.084,3.025,156.948,34.851,89,0.92,260.7327,82,207.2,6,17,8,96,1.8,1.47,2.09,1.8,2.06,2.66,2.76,5.9319,6.76,2.359,2.44,7,7,2,5,10,7,1008,6.8,600.65,2013.15,11.4,0.214,7.824,177.7,35.3,196,2.03,295.1531,53,126.90447,5,14,5,81,1.4,1.33,1.585,1.4,1.49,1.8,1.92,4.7404,3.9,1.854,0.0,4,4,2,2,10,4,716,5.0,386.65,457.15,4.93,0.13,4.799,20.752,0.449,107,1.11,34.4204,2
584,584,ISi,g,-335.358,309.314,35.819,33.5,77.494985,4.0,15.5,7.0,87.0,1.25,1.22,1.5025,1.25,1.23,2.28,2.37,5.05855,5.765,2.1375,2.0,5.5,5.5,2.0,3.5,5.0,5.5,897.5,5.2,1034.9,1542.65,3.63,0.462,29.187,202.486,74.2245,279.5,2.87,214.61075,39,98.81897,2,3,2,18,0.3,0.22,0.165,0.3,1.66,0.76,0.78,1.7467,1.99,0.443,4.0,3,3,0,3,10,3,221,0.4,1296.5,2171.0,2.6,0.496,42.726,363.468,147.551,345,3.52,161.0847,53,126.90447,5,17,8,96,1.4,1.33,1.585,1.4,2.06,2.66,2.76,5.9319,6.76,2.359,4.0,7,7,2,5,10,7,1008,5.4,1683.15,2628.15,4.93,0.71,50.55,384.22,148.0,452,4.63,295.1531,14,28.0855,3,14,6,78,1.1,1.11,1.42,1.1,0.4,1.9,1.98,4.1852,4.77,1.916,0.0,4,4,2,2,0,4,787,5.0,386.65,457.15,2.33,0.214,7.824,20.752,0.449,107,1.11,134.0684,2
585,585,ISr,g,-355.5312,324.664,34.067,45.5,107.262235,5.0,9.5,5.0,52.0,1.7,1.62,2.3975,1.7,1.69,1.805,1.945,4.64535,4.38,1.661,1.0,4.5,4.5,2.0,2.5,5.0,4.5,778.5,16.3,714.4,1057.15,3.735,0.257,8.062,82.376,17.8745,135.5,1.415,150.08805,15,39.28447,0,15,6,88,0.6,0.58,1.625,0.6,0.74,1.71,1.63,2.5731,4.76,1.396,2.0,5,5,0,5,10,5,459,22.6,655.5,1200.0,2.39,0.086,0.476000000000001,123.248,34.851,57,0.61,290.1301,53,126.90447,5,17,8,96,2.0,1.91,3.21,2.0,2.06,2.66,2.76,5.9319,6.76,2.359,2.0,7,7,2,5,10,7,1008,27.6,1042.15,1657.15,4.93,0.3,8.3,144.0,35.3,164,1.72,295.1531,38,87.62,5,2,2,8,1.4,1.33,1.585,1.4,1.32,0.95,1.13,3.3588,2.0,0.963,0.0,2,2,2,0,0,2,549,5.0,386.65,457.15,2.54,0.214,7.824,20.752,0.449,107,1.11,5.023,2
586,586,ITi,g,-354.5172,327.641,38.651,37.5,87.392235,4.5,10.5,6.0,69.5,1.4,1.325,2.0825,1.4,1.405,2.1,2.31,4.5339,5.105,1.8695,2.0,5.5,4.5,2.0,2.5,6.0,4.5,833.5,9.8,1159.9,2008.65,4.735,0.367,11.637,220.876,11.1745,288.5,2.98,151.57655,31,79.02447,1,13,4,53,0.0,0.01,0.995,0.0,1.31,1.12,0.9,2.796,3.31,0.979,4.0,3,5,0,5,8,5,349,9.6,1546.5,3103.0,0.39,0.306,7.626,400.248,21.451,363,3.74,287.1531,53,126.90447,5,17,8,96,1.4,1.33,2.58,1.4,2.06,2.66,2.76,5.9319,6.76,2.359,4.0,7,7,2,5,10,7,1008,14.6,1933.15,3560.15,4.93,0.52,15.45,421.0,21.9,470,4.85,295.1531,22,47.88,4,4,4,43,1.4,1.32,1.585,1.4,0.75,1.54,1.86,3.1359,3.45,1.38,0.0,4,2,2,0,2,2,659,5.0,386.65,457.15,4.54,0.214,7.824,20.752,0.449,107,1.11,8.0,2
587,587,IZr,g,-359.8512,328.363,34.184,46.5,109.064235,5.0,10.5,6.0,70.0,1.475,1.39,2.205,1.475,1.46,1.995,2.23,4.692,5.2,1.8395,2.0,5.5,4.5,2.0,2.5,6.0,4.5,824.0,11.45,1255.9,2553.65,5.72,0.242,12.362,39.476,11.5745,358.0,3.68,168.48155,13,35.68047,0,13,4,52,0.15,0.12,1.24,0.15,1.2,1.33,1.06,2.4798,3.12,1.039,4.0,3,5,0,5,8,5,368,12.9,1738.5,4193.0,1.58,0.056,9.076,37.448,22.251,502,5.14,253.3431,53,126.90447,5,17,8,96,1.55,1.45,2.825,1.55,2.06,2.66,2.76,5.9319,6.76,2.359,4.0,7,7,2,5,10,7,1008,17.9,2125.15,4650.15,6.51,0.27,16.9,58.2,22.7,609,6.25,295.1531,40,91.224,5,4,4,44,1.4,1.33,1.585,1.4,0.86,1.33,1.7,3.4521,3.64,1.32,0.0,4,2,2,0,2,2,640,5.0,386.65,457.15,4.93,0.214,7.824,20.752,0.449,107,1.11,41.81,2
588,588,I2,g,-341.6148,313.058,34.055,53.0,126.90447,5.0,17.0,8.0,96.0,1.4,1.33,1.585,1.4,2.06,2.66,2.76,5.9319,6.76,2.359,0.0,7.0,7.0,2.0,5.0,10.0,7.0,1008.0,5.0,386.65,457.15,4.93,0.214,7.824,20.752,0.449,107.0,1.11,295.1531,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,53,126.90447,5,17,8,96,1.4,1.33,1.585,1.4,2.06,2.66,2.76,5.9319,6.76,2.359,0.0,7,7,2,5,10,7,1008,5.0,386.65,457.15,4.93,0.214,7.824,20.752,0.449,107,1.11,295.1531,53,126.90447,5,17,8,96,1.4,1.33,1.585,1.4,2.06,2.66,2.76,5.9319,6.76,2.359,0.0,7,7,2,5,10,7,1008,5.0,386.65,457.15,4.93,0.214,7.824,20.752,0.449,107,1.11,295.1531,2
589,589,I2K2,g,-538.5732,511.131,74.783,36.0,83.001385,4.5,9.0,4.5,49.5,1.8,1.68,2.6375,1.8,1.79,1.74,1.78,4.36005,4.59,1.5465,0.5,4.0,4.0,1.5,2.5,5.0,4.0,713.5,24.2,361.525,745.15,2.895,0.482,5.079,50.311,51.4245,98.5,1.022,171.76805,34,87.80617,1,16,7,93,0.8,0.7,2.105,0.8,0.54,1.84,1.96,3.1437,4.34,1.625,1.0,6,6,1,5,10,6,589,38.4,50.25,576.0,4.07,0.536,5.49,59.118,101.951,17,0.176,246.7701,53,126.90447,5,17,8,96,2.2,2.03,3.69,2.2,2.06,2.66,2.76,5.9319,6.76,2.359,1.0,7,7,2,5,10,7,1008,43.4,386.65,1033.15,4.93,0.75,7.824,79.87,102.4,107,1.11,295.1531,19,39.0983,4,1,1,3,1.4,1.33,1.585,1.4,1.52,0.82,0.8,2.7882,2.42,0.734,0.0,1,1,1,0,0,1,419,5.0,336.4,457.15,0.86,0.214,2.334,20.752,0.449,90,0.934,48.383,4
