,Unnamed: 0,mat_id,composition,volume,density_atomic,density,nsites,crys_sys,spc_grp,A_lat,B_lat,C_lat,alpha,beta,gamma,energy_per_atom,formation_energy_per_atom,energy_above_hull,band_gap,total_magnetization,total_magnetization_normalized_vol,num_magnetic_sites,num_unique_magnetic_sites,min_bond,max_bond,mean_bond,varience_bond,valence_density,electron_density,gilman_density,outer_density,reduced_valence_density,reduced_electron_density,reduced_gilman_density,reduced_outer_density,avg_ Atomic_Number,avg_ Atomic_Weight,avg_Period,avg_group,avg_families,avg_Mendeleev Number,avg_Atomic Radus,avg_ Covalent_Radius,avg_Zunger radii sum,avg_ionic radius,avg_crystal radius,avg_ Pauling_Electronegativity,avg_MB electonegativity,avg_Gordy electonegativity,avg_Mullinke EN,avg_Allred-Rockow electronegativity,avg_metallic valence,avg_number of valence electrons,avg_gilmor number of valence electron,avg_valence s,avg_valence p,avg_valence d,avg_outer shell electrons,avg_1st ionization potential (kJ/mol),avg_polarizability(A^3),avg_Melting point (K),avg_Boiling Point (K),avg_Density (g/mL),avg_specific heat (J/g K) ,avg_heat of fusion (kJ/mol) ,avg_heat of vaporization (kJ/mol) ,avg_thermal conductivity (W/(m K)) ,avg_heat atomization (kJ/mol),avg_Cohesive energy,avg_electron affinity (kJ/mol),diff_ Atomic_Number,diff_ Atomic_Weight,diff_Period,diff_group,diff_families,diff_Mendeleev Number,diff_Atomic Radus,diff_ Covalent_Radius,diff_Zunger radii sum,diff_ionic radius,diff_crystal radius,diff_ Pauling_Electronegativity,diff_MB electonegativity,diff_Gordy electonegativity,diff_Mullinke EN,diff_Allred-Rockow electronegativity,diff_metallic valence,diff_number of valence electrons,diff_gilmor number of valence electron,diff_valence s,diff_valence p,diff_valence d,diff_outer shell electrons,diff_1st ionization potential (kJ/mol),diff_polarizability(A^3),diff_Melting point (K),diff_Boiling Point (K),diff_Density (g/mL),diff_specific heat (J/g K) ,diff_heat of fusion (kJ/mol) ,diff_heat of vaporization (kJ/mol) ,diff_thermal conductivity (W/(m K)) ,diff_heat atomization (kJ/mol),diff_Cohesive energy,diff_electron affinity (kJ/mol),max_ Atomic_Number,max_ Atomic_Weight,max_Period,max_group,max_families,max_Mendeleev Number,max_Atomic Radus,max_ Covalent_Radius,max_Zunger radii sum,max_ionic radius,max_crystal radius,max_ Pauling_Electronegativity,max_MB electonegativity,max_Gordy electonegativity,max_Mullinke EN,max_Allred-Rockow electronegativity,max_metallic valence,max_number of valence electrons,max_gilmor number of valence electron,max_valence s,max_valence p,max_valence d,max_outer shell electrons,max_1st ionization potential (kJ/mol),max_polarizability(A^3),max_Melting point (K),max_Boiling Point (K),max_Density (g/mL),max_specific heat (J/g K) ,max_heat of fusion (kJ/mol) ,max_heat of vaporization (kJ/mol) ,max_thermal conductivity (W/(m K)) ,max_heat atomization (kJ/mol),max_Cohesive energy,max_electron affinity (kJ/mol),min_ Atomic_Number,min_ Atomic_Weight,min_Period,min_group,min_families,min_Mendeleev Number,min_Atomic Radus,min_ Covalent_Radius,min_Zunger radii sum,min_ionic radius,min_crystal radius,min_ Pauling_Electronegativity,min_MB electonegativity,min_Gordy electonegativity,min_Mullinke EN,min_Allred-Rockow electronegativity,min_metallic valence,min_number of valence electrons,min_gilmor number of valence electron,min_valence s,min_valence p,min_valence d,min_outer shell electrons,min_1st ionization potential (kJ/mol),min_polarizability(A^3),min_Melting point (K),min_Boiling Point (K),min_Density (g/mL),min_specific heat (J/g K) ,min_heat of fusion (kJ/mol) ,min_heat of vaporization (kJ/mol) ,min_thermal conductivity (W/(m K)) ,min_heat atomization (kJ/mol),min_Cohesive energy,min_electron affinity (kJ/mol),F_kJ/mol,S _J/K/mol,c_v_J/K/mol,e_kJ/mol
288,2702,mp-545820,Sn4 O4,153.188474456825,19.1485593071031,5.84091517671695,8,3.0,64,3.87120320228221,3.87120320228221,10.22196,90.0,90.0,90.0185030758351,-6.10764217375,-1.629511890625,0.000826658749998,0.0,0.0009113,5.94888096660852e-06,0,0,2.25356420483828,2.26358004628152,2.2585721255599,2.58882786622142e-05,0.52223250008634,1.51447425025039,0.26111625004317,0.156669750025902,1.71206047296526,4.96497537159926,0.856030236482631,0.513618141889578,29.0,67.3547,3.5,15.0,6.0,83.5,1.025,1.0699999999999998,1.1725,1.025,0.95,2.7,2.6,6.481450000000001,5.92,2.717,2.0,5.0,5.0,2.0,3.0,5.0,4.0,1011.5,4.2465,279.95,1316.65,3.655715,0.5735,3.625795,149.60495,33.31337,275.5,2.88,124.1372,42.0,102.7106,3.0,2.0,2.0,7.0,0.85,0.6799999999999999,1.4149999999999998,0.85,0.52,1.48,1.44,3.7777,3.24,1.7859999999999998,4.0,2.0,2.0,0.0,2.0,10.0,4.0,605.0,6.907,450.4,2453.0,7.30857,0.6930000000000001,6.80641,292.3901,66.57325999999999,53.0,0.52,33.6776,50.0,118.71,5.0,16.0,7.0,87.0,1.45,1.41,1.88,1.45,1.21,3.44,3.32,8.3703,7.54,3.61,4.0,6.0,6.0,2.0,4.0,10.0,6.0,1314.0,7.7,505.15,2543.15,7.31,0.92,7.029,295.8,66.6,302.0,3.14,140.976,8.0,15.9994,2.0,14.0,5.0,80.0,0.6,0.73,0.465,0.6,0.69,1.96,1.88,4.5926,4.3,1.824,0.0,4.0,4.0,2.0,2.0,0.0,2.0,709.0,0.793,54.75,90.15,0.00143,0.227,0.22259,3.4099,0.02674,249.0,2.62,107.2984,-0.9035586,230.3651476,174.0312985,68.2059857
289,2732,mp-5472,Nb4 Cd4 O14,286.465591301388,13.0211632409722,6.05900665651659,22,7.0,227,7.39938833738841,7.39938833738841,7.39938833738841,60.0,60.0,60.0,-7.61418497363636,-2.46189310284091,0.009730617045465,1.8839,0.0,0.0,0,0,1.98738324709695,2.64434446922701,2.30868198262638,0.093210891938253,0.530604737935461,1.63370406153813,0.195485956081486,0.237375803813233,1.14030092732445,3.51092653939372,0.420110867961641,0.510134625381993,21.27272727272727,47.51186909090909,3.090909090909091,13.272727272727272,5.909090909090908,76.63636363636363,0.9272727272727272,0.9772727272727272,1.2004545454545454,0.9272727272727272,1.079090909090909,2.787272727272727,2.7363636363636363,6.675827272727273,6.3127272727272725,2.83,1.7163636363636363,6.909090909090909,4.545454545454546,1.818181818181818,2.5454545454545454,2.545454545454546,4.363636363636363,1112.5454545454545,4.668272727272727,641.2409090909092,1157.9681818181816,3.131819090909091,0.6745454545454546,6.067466363636363,144.27357272727272,27.38065272727273,310.8181818181818,3.254545454545455,93.0787090909091,40.0,96.4116,3.0,11.0,3.0,40.0,0.95,0.75,2.295,0.95,0.4299999999999999,1.84,1.92,4.868,3.54,2.2,5.0,7.0,5.0,1.0,4.0,10.0,5.0,662.0,14.907,2686.4,4925.0,8.648570000000001,0.6900000000000001,26.17741,678.5901,96.77326,614.0,6.41,210.976,48.0,112.411,5.0,16.0,7.0,87.0,1.55,1.48,2.76,1.55,1.21,3.44,3.32,8.3703,7.54,3.61,5.0,12.0,6.0,2.0,4.0,10.0,6.0,1314.0,15.7,2741.15,5015.15,8.65,0.92,26.4,682.0,96.8,726.0,7.57,140.976,8.0,15.9994,2.0,5.0,4.0,47.0,0.6,0.73,0.465,0.6,0.78,1.6,1.4,3.5023,4.0,1.41,0.0,5.0,1.0,1.0,0.0,0.0,1.0,652.0,0.793,54.75,90.15,0.00143,0.23,0.22259,3.4099,0.02674,112.0,1.16,-70.0,35.995797,528.6733675,422.2156585,194.5978072
290,2735,mp-5477,Na10 Nb2 O10,306.220757399019,13.9191253363191,3.12186457511857,22,2.0,15,5.98467663035557,5.98467663035557,9.99778936772594,81.3828974325175,81.3828974325175,116.817793515376,-6.00621144863636,-2.23826826104624,0.0,2.6375,0.0,0.0,0,0,1.91189517564631,2.43699872900616,2.27578631381387,0.023266580897735,0.261249435471013,0.888248080601446,0.026124943547101,0.169812133056159,1.16480505443627,3.96033718508331,0.116480505443627,0.757123285383574,12.363636363636363,26.16838363636364,2.727272727272727,8.181818181818182,4.0,44.72727272727273,1.2227272727272729,1.1536363636363636,1.6668181818181818,1.2227272727272729,1.148181818181818,2.131818181818182,2.098181818181818,5.276618181818182,5.086363636363636,2.164090909090909,0.9090909090909092,3.636363636363636,3.454545454545454,1.4545454545454546,1.818181818181818,0.3636363636363636,3.2727272727272725,882.0,12.515000000000002,442.69545454545454,1022.4227272727272,1.2211045454545455,1.000909090909091,3.682086363636364,107.6226818181818,68.98488181818182,228.72727272727272,2.385,96.15744545454544,33.0,76.90698,3.0,15.0,6.0,85.0,1.2000000000000002,0.81,2.295,1.2000000000000002,0.4299999999999999,2.51,2.43,5.8325000000000005,4.69,2.741,5.0,5.0,5.0,1.0,4.0,4.0,5.0,818.0,22.807,2686.4,4925.0,8.568570000000001,0.97,26.17741,678.5901,140.97326,617.0,6.457000000000001,88.10900000000001,41.0,92.90638,5.0,16.0,7.0,87.0,1.8,1.54,2.76,1.8,1.21,3.44,3.32,8.3703,7.54,3.61,5.0,6.0,6.0,2.0,4.0,4.0,6.0,1314.0,23.6,2741.15,5015.15,8.57,1.23,26.4,682.0,141.0,726.0,7.57,140.976,8.0,15.9994,2.0,1.0,1.0,2.0,0.6,0.73,0.465,0.6,0.78,0.93,0.89,2.5378,2.85,0.869,0.0,1.0,1.0,1.0,0.0,0.0,1.0,496.0,0.793,54.75,90.15,0.00143,0.26,0.22259,3.4099,0.02674,109.0,1.113,52.867,46.3831055,500.4721462,454.8960075,196.5247493
291,2736,mp-547792,K2 Sb2 O6,153.646240104696,15.3646240104696,4.51445316627366,10,5.0,148,6.84028094989552,6.84026104865284,6.84030693557633,46.4772635716637,46.4771713095608,46.4772806348625,-6.069977969,-2.05408470485,0.0,2.6808,0.0,0.0,0,0,1.99766446608793,2.86746129731761,2.3690940312208,0.141922187070356,0.442575099486094,1.22358998093214,0.130169146907675,0.20827063505228,1.50627324053356,4.16440248853395,0.443021541333399,0.708834466133438,18.8,41.7713,3.0,12.8,5.6000000000000005,69.8,1.09,1.124,1.37,1.09,1.21,2.638,2.58,6.57888,5.978,2.7096,0.8,4.8,4.8,1.8,3.0,2.0,4.199999999999999,1039.0,10.4758,280.96000000000004,705.3500000000001,1.510858,0.7440000000000001,4.5743540000000005,33.44794,25.356044000000004,219.8,2.3088,114.474,43.0,105.7606,3.0,15.0,6.0,84.0,1.6,1.2999999999999998,3.225,1.6,0.62,2.62,2.52,5.5821000000000005,5.12,2.876,3.0,5.0,5.0,1.0,4.0,10.0,5.0,895.0,42.607,849.4,2133.0,6.68857,0.7100000000000001,19.64741,76.46010000000001,102.37326,172.0,1.816,92.593,51.0,121.76,5.0,16.0,7.0,87.0,2.2,2.03,3.69,2.2,1.52,3.44,3.32,8.3703,7.54,3.61,3.0,6.0,6.0,2.0,4.0,10.0,6.0,1314.0,43.4,904.15,2223.15,6.69,0.92,19.87,79.87,102.4,262.0,2.75,140.976,8.0,15.9994,2.0,1.0,1.0,3.0,0.6,0.73,0.465,0.6,0.9,0.82,0.8,2.7882,2.42,0.734,0.0,1.0,1.0,1.0,0.0,0.0,1.0,419.0,0.793,54.75,90.15,0.00143,0.21,0.22259,3.4099,0.02674,90.0,0.934,48.383,30.4705327,212.938336,193.1753299,94.3520336
292,2756,mp-550172,Sn2 O4,75.5168581169886,12.5861430194981,6.62786710995612,6,3.0,58,3.240898,4.788004,4.866582,90.0,90.0,90.0,-6.74039577,-2.10607934416667,0.002250856666655,0.8061,0.0,0.0,0,0,2.09226086514958,2.09612916070997,2.09355029700304,3.62756619213573e-06,0.688587969582143,1.74795407663159,0.264841526762363,0.264841526762363,1.30761020444238,3.31931821127682,0.502927001708609,0.502927001708609,22.0,50.23626666666666,3.0,15.333333333333332,6.333333333333332,84.66666666666666,0.8833333333333333,0.9566666666666666,0.9366666666666664,0.8833333333333333,1.0366666666666666,2.9466666666666663,2.8399999999999994,7.111066666666666,6.459999999999999,3.0146666666666664,1.3333333333333333,5.333333333333333,5.333333333333333,2.0,3.333333333333333,3.333333333333333,4.666666666666667,1112.3333333333333,3.095333333333333,204.88333333333333,907.8166666666668,2.43762,0.689,2.4913933333333333,100.87326666666668,22.217826666666664,266.66666666666663,2.793333333333333,129.75013333333334,42.0,102.7106,3.0,2.0,2.0,7.0,0.85,0.6799999999999999,1.4149999999999998,0.85,0.52,1.48,1.44,3.7777,3.24,1.7859999999999998,4.0,2.0,2.0,0.0,2.0,10.0,4.0,605.0,6.907,450.4,2453.0,7.30857,0.6930000000000001,6.80641,292.3901,66.57325999999999,53.0,0.52,33.6776,50.0,118.71,5.0,16.0,7.0,87.0,1.45,1.41,1.88,1.45,1.21,3.44,3.32,8.3703,7.54,3.61,4.0,6.0,6.0,2.0,4.0,10.0,6.0,1314.0,7.7,505.15,2543.15,7.31,0.92,7.029,295.8,66.6,302.0,3.14,140.976,8.0,15.9994,2.0,14.0,5.0,80.0,0.6,0.73,0.465,0.6,0.69,1.96,1.88,4.5926,4.3,1.824,0.0,4.0,4.0,2.0,2.0,0.0,2.0,709.0,0.793,54.75,90.15,0.00143,0.227,0.22259,3.4099,0.02674,249.0,2.62,107.2984,24.5603809,113.0415154,112.9049493,58.4728355
293,2760,mp-550433,Be2 Zn2 O4,74.3908735657318,9.29885919571648,4.75097358338516,8,4.0,122,5.03368792606335,5.03368792606335,5.03368792606335,129.319060437086,129.319060437086,74.4977309496242,-6.12208453625,-2.398951061875,0.048562542499999,2.806,0.0005742,7.71868876486087e-06,0,0,1.6737624894756,2.00053667064061,1.83714958005811,0.027556481413177,0.699010476789908,1.34425091690367,0.268850183380734,0.322620220056881,1.36814063179207,2.63103967652321,0.526207935304641,0.63144952236557,12.5,26.600245,2.5,11.5,5.0,77.5,0.9000000000000001,0.9025,0.9725,0.9000000000000001,0.8925,2.525,2.3825,6.071575,6.1075,2.5965,1.61,6.5,3.75,2.0,2.0,2.5,4.0,1108.25,3.3965,588.35,1150.65,2.245715,1.0125,4.991795,103.62995,79.01337,238.25,2.4775,42.988,26.0,56.37782,2.0,14.0,5.0,20.0,0.7500000000000001,0.52,1.4149999999999998,0.7500000000000001,0.8,1.87,1.88,4.6188,3.09,2.034,4.44,10.0,5.0,0.0,4.0,10.0,4.0,415.0,5.607,1496.4,3153.0,7.12857,1.4300000000000002,11.97741,288.9901,199.97326,193.0,1.97,200.976,30.0,65.39,4.0,16.0,7.0,87.0,1.35,1.25,1.88,1.35,1.21,3.44,3.32,8.3703,7.54,3.61,4.44,12.0,6.0,2.0,4.0,10.0,6.0,1314.0,6.4,1551.15,3243.15,7.13,1.82,12.2,292.4,200.0,324.0,3.32,140.976,4.0,9.01218,2.0,2.0,2.0,67.0,0.6,0.73,0.465,0.6,0.41,1.57,1.44,3.7515,4.45,1.576,0.0,2.0,1.0,2.0,0.0,0.0,2.0,899.0,0.793,54.75,90.15,0.00143,0.39,0.22259,3.4099,0.02674,131.0,1.35,-60.0,50.6696783,116.1236318,133.0302892,85.5067679
294,2764,mp-550579,Sc1 Ta1 Pb2 O6,138.372800038585,13.8372800038585,8.83595065807835,10,7.0,225,5.80570871221352,5.80570871221352,5.80570871221352,60.0,60.0,60.0,-8.296882806,-2.76731549175,0.018932007093758,2.5824,0.0001058,7.64601135270065e-07,0,0,2.00188703584,2.90329779013657,2.61974119342438,0.162797440003765,0.823861336680411,2.21141727214215,0.173444491932718,0.231259322576957,1.2901837551093,3.46312481634601,0.271617632654589,0.362156843539452,30.600000000000005,73.630021,3.4000000000000004,13.2,5.9,74.3,1.025,1.01,1.251,1.025,1.191,2.71,2.72,6.93492,6.049,2.7898,1.288,5.199999999999999,4.8,2.0,2.8,2.4,4.8,1071.0,4.925800000000001,661.3100000000001,1337.05,4.239858000000001,0.652,5.663354000000001,143.30594,14.406044,304.6,3.178,96.36968,74.0,191.2006,4.0,13.0,4.0,76.0,1.2000000000000002,0.74,2.325,1.2000000000000002,0.71,2.08,1.82,5.2975,4.2,2.42,5.0,3.0,5.0,0.0,4.0,10.0,4.0,681.0,17.007,3214.4,5608.0,16.598570000000002,0.79,31.37741,739.5901,57.47326,586.0,6.07,122.976,82.0,207.2,6.0,16.0,7.0,87.0,1.8,1.47,2.79,1.8,1.49,3.44,3.32,8.3703,7.54,3.61,5.0,6.0,6.0,2.0,4.0,10.0,6.0,1314.0,17.8,3269.15,5698.15,16.6,0.92,31.6,743.0,57.5,782.0,8.1,140.976,8.0,15.9994,2.0,3.0,3.0,11.0,0.6,0.73,0.465,0.6,0.78,1.36,1.5,3.0728,3.34,1.19,0.0,3.0,1.0,2.0,0.0,0.0,2.0,633.0,0.793,54.75,90.15,0.00143,0.13,0.22259,3.4099,0.02674,196.0,2.03,18.0,12.3326373,204.3482044,157.281981,73.6370986
295,2773,mp-551092,K2 Li2 Zn2 O4,133.94125970775,13.394125970775,3.55677576962036,10,2.0,12,5.73799353459726,5.73799353459726,8.33498711482825,61.3954203575136,61.3954203575136,34.3323372768629,-4.648744361,-1.81425579176667,0.0,2.0766,0.0,0.0,0,0,1.94653428571929,3.03796188822009,2.45146776887187,0.221246466001613,0.388229886096787,1.01537047133006,0.149319186960303,0.179183024352363,1.46199826382506,3.82368776692708,0.562307024548099,0.674768429457719,13.6,28.68562,2.8,9.2,4.0,49.400000000000006,1.24,1.274,1.622,1.24,1.116,2.066,1.956,5.300520000000001,4.992,2.0912,1.2880000000000005,5.200000000000001,3.0000000000000004,1.6,1.6,2.0,3.2,894.6,15.1372,318.46,801.5500000000002,1.707172,1.3160000000000005,2.620236,69.58196000000001,60.63069600000001,176.0,1.8308,65.99352,27.0,58.449,2.0,15.0,6.0,86.0,1.6,1.2999999999999998,3.225,1.6,0.78,2.62,2.52,5.5821000000000005,5.12,2.876,4.44,11.0,5.0,1.0,4.0,10.0,5.0,895.0,42.607,638.0,1525.0,7.12857,3.21,7.09941,142.5101,115.97326,159.0,1.686,200.976,30.0,65.39,4.0,16.0,7.0,87.0,2.2,2.03,3.69,2.2,1.52,3.44,3.32,8.3703,7.54,3.61,4.44,12.0,6.0,2.0,4.0,10.0,6.0,1314.0,43.4,692.75,1615.15,7.13,3.6,7.322,145.92,116.0,249.0,2.62,140.976,3.0,6.941,2.0,1.0,1.0,1.0,0.6,0.73,0.465,0.6,0.74,0.82,0.8,2.7882,2.42,0.734,0.0,1.0,1.0,1.0,0.0,0.0,1.0,419.0,0.793,54.75,90.15,0.00143,0.39,0.22259,3.4099,0.02674,90.0,0.934,-60.0,21.435372,229.784479,204.1230101,90.3707157
296,2787,mp-551873,Ca4 Bi2 O1,186.822505154159,26.688929307737,5.28208420864524,7,4.0,139,4.75323254602354,4.75323247749901,8.92593753830933,105.441806548619,105.44180495124,90.0000013911967,-4.5665684,-1.61655890125,0.0,0.8131,0.0,0.0,0,0,2.37661625588064,3.38061316897616,3.12697860091502,0.148781074368952,0.385392541121254,1.35957924228887,0.107053483644793,0.096348135280314,1.94728328429137,6.86958269736122,0.540912023414269,0.486820821072842,36.285714285714285,84.89602000000001,4.285714285714286,7.714285714285714,3.571428571428571,41.0,1.5714285714285712,1.5157142857142856,2.351285714285714,1.5714285714285712,1.1585714285714284,1.64,1.754285714285714,4.297014285714285,3.6742857142857135,1.6808571428571426,2.0,3.4285714285714284,3.4285714285714284,2.0,1.4285714285714284,2.8571428571428568,3.4285714285714284,725.7142857142857,15.256142857142857,798.8071428571428,1540.7214285714283,3.671632857142857,0.5257142857142857,8.140369999999999,118.02998571428571,116.5381057142857,196.4285714285714,2.0485714285714285,47.472,75.0,192.98097,4.0,14.0,5.0,80.0,1.2000000000000002,1.01,2.535,1.2000000000000002,0.07,2.44,2.15,5.3575,5.34,2.576,3.0,4.0,4.0,0.0,4.0,10.0,4.0,724.0,22.007,1057.4,1743.0,9.74857,0.8,11.07741,149.89010000000002,199.97326,71.0,0.78,138.606,83.0,208.98037,6.0,16.0,7.0,87.0,1.8,1.74,3.0,1.8,1.21,3.44,3.32,8.3703,7.54,3.61,3.0,6.0,6.0,2.0,4.0,10.0,6.0,1314.0,22.8,1112.15,1833.15,9.75,0.92,11.3,153.3,200.0,249.0,2.62,140.976,8.0,15.9994,2.0,2.0,2.0,7.0,0.6,0.73,0.465,0.6,1.14,1.0,1.17,3.0128,2.2,1.034,0.0,2.0,2.0,2.0,0.0,0.0,2.0,590.0,0.793,54.75,90.15,0.00143,0.12,0.22259,3.4099,0.02674,178.0,1.84,2.37,-24.8849989,266.3007983,163.2716723,55.0052406
297,2794,mp-552200,Ba2 Ta1 Bi1 O6,163.886384377387,16.3886384377387,7.70637912454507,10,7.0,225,6.14260549546917,6.14260549546917,6.14260549546917,60.0,60.0,60.0,-7.864531307,-2.94289641625,0.014363358999999,2.6759,0.0,0.0,0,0,2.004767018724,3.07583813143235,2.77447175428823,0.192271821707093,0.536957358198589,1.92816505898584,0.079323246097519,0.201359009324471,1.14191111776109,4.10049901377847,0.168691415123798,0.42821666916041,31.6,76.057867,3.6000000000000005,12.0,5.5,67.39999999999999,1.095,1.114,1.4381000000000004,1.095,1.219,2.5940000000000003,2.616,7.056419999999999,5.884,2.6772,1.2000000000000002,5.0,4.8,2.0,2.7,1.3,4.699999999999999,1035.4,10.465800000000002,613.8100000000001,1189.85,3.3358580000000004,0.6188,5.973554,115.22594,10.233044,284.3,2.98,99.5688,75.0,192.98097,4.0,14.0,5.0,78.0,1.5499999999999998,1.25,2.9370000000000003,1.5499999999999998,0.71,2.55,2.24,3.9004,5.140000000000001,2.729,5.0,4.0,4.0,0.0,4.0,10.0,4.0,811.0,38.907,3214.4,5608.0,16.598570000000002,0.8,31.37741,739.5901,57.47326,602.0,6.199999999999999,127.022,83.0,208.98037,6.0,16.0,7.0,87.0,2.15,1.98,3.402,2.15,1.49,3.44,3.32,8.3703,7.54,3.61,5.0,6.0,6.0,2.0,4.0,10.0,6.0,1314.0,39.7,3269.15,5698.15,16.6,0.92,31.6,743.0,57.5,782.0,8.1,140.976,8.0,15.9994,2.0,2.0,2.0,9.0,0.6,0.73,0.465,0.6,0.78,0.89,1.08,4.4699,2.4,0.881,0.0,2.0,2.0,2.0,0.0,0.0,2.0,503.0,0.793,54.75,90.15,0.00143,0.12,0.22259,3.4099,0.02674,180.0,1.9,13.954,-10.8780968,283.0906344,178.1211958,74.0490935
298,2800,mp-5525,K16 Al16 O32,911.968584208094,14.2495091282515,2.85735125203971,64,3.0,61,5.41759802,10.87920433,15.47305134,90.0,90.0,90.0,-6.60261868046875,-2.91528063059375,0.0,3.9994,0.0,0.0,0,0,1.75409513119026,3.17417523601142,2.42899350526931,0.317303527305601,0.28071142409176,0.842134272275279,0.0,0.17544464005735,1.39989789394797,4.19969368184392,0.0,0.874936183717483,12.0,24.51965975,2.75,11.5,5.0,62.5,1.1625,1.1675,1.57375,1.1625,1.1175,2.3275,2.27,5.7631250000000005,5.1825,2.39175,1.0,4.0,4.0,1.75,2.25,0.0,4.0,906.25,13.3215,344.7625,988.4,0.890715,0.8725,3.392295,95.02245,84.86336999999999,228.5,2.391,93.02425,11.0,23.0989,2.0,15.0,6.0,84.0,1.6,1.2999999999999998,3.225,1.6,0.99,2.62,2.52,5.5821000000000005,5.12,2.876,3.0,5.0,5.0,1.0,4.0,0.0,5.0,895.0,42.607,878.4,2650.0,2.69857,0.17,10.56741,289.9901,236.97326,236.0,2.456,99.214,19.0,39.0983,4.0,16.0,7.0,87.0,2.2,2.03,3.69,2.2,1.52,3.44,3.32,8.3703,7.54,3.61,3.0,6.0,6.0,2.0,4.0,0.0,6.0,1314.0,43.4,933.15,2740.15,2.7,0.92,10.79,293.4,237.0,326.0,3.39,140.976,8.0,15.9994,2.0,1.0,1.0,3.0,0.6,0.73,0.465,0.6,0.53,0.82,0.8,2.7882,2.42,0.734,0.0,1.0,1.0,1.0,0.0,0.0,1.0,419.0,0.793,54.75,90.15,0.00143,0.75,0.22259,3.4099,0.02674,90.0,0.934,41.762,217.6164532,1403.2223591,1199.2859105,638.5831609
299,2801,mp-552588,Li2 Nb2 O6,111.442158677908,11.1442158677908,4.40593334383794,10,5.0,167,5.54373600296785,5.54373600296785,5.54373555411737,56.7526276028362,56.7526276028362,56.7526310201335,-8.237331804,-2.86727299591667,0.033008032,2.3058,8.01e-05,7.18758510695281e-07,0,0,2.00043665222811,2.01458749925139,2.00987055024363,4.53388237304853e-05,0.430716710529007,1.22036401316552,0.071786118421501,0.251251414475254,1.08943999498159,3.08674665244782,0.181573332496931,0.635506663739258,13.6,29.569116,2.6,10.8,5.2,61.8,0.94,1.032,1.153,0.94,1.062,2.58,2.578,6.3671,5.926,2.6304,1.2,4.8,4.4,1.6,2.4,0.8,4.0,1022.8,8.4758,671.8100000000001,1380.15,1.823458,1.3240000000000005,6.013554000000001,167.62994,27.696044000000004,326.80000000000007,3.4120000000000004,114.2155,38.0,85.96538,3.0,15.0,6.0,86.0,0.85,0.8999999999999999,2.295,0.85,0.4299999999999999,2.46,2.42,5.148,4.53,2.698,5.0,5.0,5.0,1.0,4.0,4.0,5.0,794.0,23.507,2686.4,4925.0,8.568570000000001,3.34,26.17741,678.5901,84.67326,565.0,5.94,81.3434,41.0,92.90638,5.0,16.0,7.0,87.0,1.45,1.63,2.76,1.45,1.21,3.44,3.32,8.3703,7.54,3.61,5.0,6.0,6.0,2.0,4.0,4.0,6.0,1314.0,24.3,2741.15,5015.15,8.57,3.6,26.4,682.0,84.7,726.0,7.57,140.976,3.0,6.941,2.0,1.0,1.0,1.0,0.6,0.73,0.465,0.6,0.78,0.98,0.9,3.2223,3.01,0.912,0.0,1.0,1.0,1.0,0.0,0.0,1.0,520.0,0.793,54.75,90.15,0.00143,0.26,0.22259,3.4099,0.02674,161.0,1.63,59.6326,36.3340635,175.8460074,174.7949341,89.0878658
300,2818,mp-553303,Cs1 Cu3 O2,124.773455408973,20.7955759014955,4.73170993919939,6,5.0,164,5.10952033672928,5.10952189237898,5.51836716409103,89.9962301374842,90.0036220597216,119.995296270661,-4.81968831833333,-0.971955017571839,0.0,1.4572,0.0,0.0,0,0,1.83841109147264,3.38587159462935,2.61214134305099,0.653082002408185,0.368668158217024,1.26629497822369,0.240435755358929,0.096174302143572,1.62027401619717,5.56528901215551,1.05670044534598,0.422680178138393,26.33333333333333,59.25703833333333,3.6666666666666665,11.0,4.5,61.833333333333336,1.3083333333333331,1.22,1.893333333333333,1.3083333333333331,1.06,2.228333333333333,1.775,5.360716666666667,5.116666666666667,2.2381666666666664,2.8866666666666667,7.666666666666667,3.166666666666667,1.3333333333333333,1.3333333333333333,5.0,2.6666666666666665,873.1666666666667,13.547666666666666,746.5833333333334,1607.15,4.792143333333334,0.5366666666666666,6.947863333333333,162.57663333333332,210.34224666666668,265.16666666666663,2.752333333333333,114.19366666666669,47.0,116.90603,4.0,15.0,6.0,82.0,2.0,1.62,3.845,2.0,1.1,2.65,2.55,4.7066,5.359999999999999,2.951,5.44,10.0,5.0,1.0,4.0,10.0,5.0,938.0,58.807,1301.4,2750.0,8.958570000000002,0.68,12.82741,296.8901,400.97326,259.0,2.686,95.471,55.0,132.90543,6.0,16.0,7.0,87.0,2.6,2.35,4.31,2.6,1.81,3.44,3.32,8.3703,7.54,3.61,5.44,11.0,6.0,2.0,4.0,10.0,6.0,1314.0,59.6,1356.15,2840.15,8.96,0.92,13.05,300.3,401.0,338.0,3.49,140.976,8.0,15.9994,2.0,1.0,1.0,5.0,0.6,0.73,0.465,0.6,0.71,0.79,0.77,3.6637,2.18,0.659,0.0,1.0,1.0,1.0,0.0,0.0,1.0,376.0,0.793,54.75,90.15,0.00143,0.24,0.22259,3.4099,0.02674,79.0,0.804,45.505,-6.4538584,198.4146508,126.3218333,53.0705368
